Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
FISCHER,Kirsten,NEP,0,2,22.62,6,1,0,0,0,4.1,16,14,14,6,1,3,0,2,27,0.593,2,0,0,1,0,4,7
GEURTSEN,NINA,TTT,1,1,12.31,4,1,0,1,0,9.2,20,17,17,10,5,6,1,1,46,0.435,8,3,0,0,2,14,9
GRETE,Alicyn,EUR,0,1,8.08,2,2,0,0,0,4.1,5,10,5,4,3,1,0,0,20,0.250,2,3,0,0,2,5,3
HEIJNSDIJK,Lauren,SPA,4,3,4.76,19,9,2,2,0,42.2,45,38,29,23,34,8,3,6,170,0.265,9,3,0,3,7,34,55
HELD,Hannah,TTT,6,4,4.63,14,12,0,2,1,62.0,67,51,41,41,68,9,3,4,246,0.272,9,8,0,0,6,67,45
HENKS,Rachel,OGZ,4,2,4.87,13,4,2,1,0,27.1,28,25,19,18,29,6,1,0,100,0.280,0,3,0,2,3,20,25
HOEVERTS,Lisa,OGZ,0,2,4.12,10,0,1,0,0,17.0,21,20,10,14,13,8,0,3,74,0.284,2,1,0,1,0,18,17
HOP,Lisa,OLY,16,3,1.32,24,19,3,13,6,111.0,60,24,21,55,169,4,1,1,380,0.158,8,4,0,2,4,117,37
HORSTEN,Kim,ROE,1,0,2.72,7,1,0,0,0,18.0,10,12,7,8,16,0,0,1,62,0.161,6,3,0,1,4,24,12
HUTCHISON,Amie,EUR,0,3,7.67,8,3,0,0,0,17.1,41,29,19,15,6,5,0,1,89,0.461,0,0,0,3,5,28,16
JANSEN,Bodine,EUR,0,5,13.92,15,5,0,1,0,27.2,60,65,55,41,13,7,7,4,144,0.417,11,4,1,2,0,27,40
JARVIS,Adrianna Marie,NEP,0,3,3.73,3,3,0,0,0,15.0,18,9,8,3,11,1,4,1,60,0.300,2,0,0,0,2,18,13
KISTEMAKER,Isis,OLY,0,1,5.83,3,1,0,0,0,6.0,7,6,5,5,9,2,0,0,23,0.304,1,1,0,1,0,3,5
KNUDSEN,Cassady,SPA,12,2,2.36,17,12,1,2,1,71.1,60,33,24,24,113,7,6,5,267,0.225,4,2,0,0,8,31,63
KOCK,Shaneequa,TTT,0,0,19.50,4,0,0,0,0,4.2,17,13,13,3,4,2,2,4,31,0.548,1,0,0,0,0,1,9
KWAKERNAAK,Lizzy,NEP,11,5,3.21,29,22,1,3,2,98.0,100,50,45,49,76,21,4,4,377,0.265,8,1,0,2,11,111,98
LEINSTOCK,Morgan,SPA,3,0,0.75,5,4,1,2,2,28.0,13,3,3,10,31,0,0,0,94,0.138,2,2,0,0,4,35,15
MARTIS,Judesca Brigitta,EUR,0,1,9.80,2,1,0,0,0,5.0,9,10,7,4,1,3,0,0,25,0.360,2,0,0,1,0,5,9
MEADOWS,Lindsey,TTT,6,7,3.17,20,11,4,6,1,81.2,82,47,37,34,81,15,2,3,328,0.250,7,11,0,1,5,86,64
MERKX,Marjolein,ROE,8,5,3.13,22,10,2,0,0,76.0,45,38,34,45,101,8,2,5,264,0.170,5,5,0,3,5,53,67
NEMETH,Alexa,TTT,1,3,7.79,7,4,0,1,0,20.2,39,26,23,12,21,2,5,1,99,0.394,9,4,0,0,2,28,11
SCHISLER,Amber,NEP,8,3,3.21,20,4,3,1,0,67.2,72,46,31,29,55,11,1,4,272,0.265,7,1,0,2,7,106,35
SCHOOR,Caressa,OGZ,5,9,4.78,20,12,3,3,1,63.0,75,54,43,27,90,17,4,3,260,0.288,9,2,0,1,10,46,51
SCHOUTEN,Laura,EUR,0,0,63.00,1,0,0,0,0,0.1,3,3,3,1,0,2,0,0,4,0.750,0,0,0,0,0,0,1
STEENBAKKERS-ASCHMAN,Saskia,EUR,0,10,10.14,17,7,0,1,0,38.2,69,70,56,38,17,9,7,2,184,0.375,6,5,0,2,3,28,67
SWINKELS,Annelieke,NEP,0,2,3.72,13,2,2,0,0,26.1,25,20,14,14,17,6,0,2,102,0.245,5,2,0,3,0,43,18
TELLEMAN,Megan,AMS,2,1,4.06,9,7,0,0,0,29.1,29,19,17,20,14,5,0,1,106,0.274,7,1,0,2,5,36,31
TEN DONKELAAR,Danielle,AMS,1,2,2.59,7,4,1,0,0,24.1,29,19,9,7,13,3,2,2,95,0.305,4,2,0,2,5,20,32
TOET,Esmee,OGZ,0,0,3.32,7,0,1,0,0,12.2,20,14,6,6,8,3,1,0,58,0.345,2,1,0,0,2,18,10
TORRES MATUTE,MARY LUZ,AMS,3,7,3.41,14,12,0,2,0,49.1,55,41,24,18,25,13,7,4,202,0.272,5,1,0,0,8,46,73
VAN AALST,Jessie,OLY,4,2,3.26,10,5,0,2,0,34.1,29,20,16,17,47,9,0,0,129,0.225,4,0,0,2,5,37,19
VAN DE WIEL,Daniek,ROE,3,0,3.13,9,2,2,1,0,15.2,18,8,7,10,12,7,1,0,60,0.300,2,0,0,1,1,16,15
VAN DE WOUW,Ilse,NEP,0,0,21.00,2,1,0,0,0,0.1,0,1,1,4,0,0,0,0,1,0.000,3,0,0,0,0,0,1
VAN DER HAM,Romy,EUR,1,3,7.49,13,6,0,1,0,33.2,56,47,36,33,7,8,3,1,145,0.386,6,3,0,6,4,30,56
VAN DER MAAS,Mandy,AMS,3,6,4.39,21,5,0,0,0,51.0,67,43,32,27,22,13,7,2,216,0.310,3,3,0,1,8,47,77
VAN DER PUTTEN,Sanne,OLY,0,0,7.00,1,0,0,0,0,1.0,2,2,1,2,0,0,0,0,6,0.333,0,0,0,0,0,3,0
VAN DEURSEN,Danielle,OGZ,5,7,3.92,17,15,0,0,0,66.0,80,50,37,29,63,15,3,3,269,0.297,7,2,0,1,5,71,52
VAN EIJL,Margot,ROE,3,1,5.56,6,1,0,0,0,11.1,19,12,9,5,7,2,1,0,51,0.373,4,1,0,1,2,11,15
VOLKMANN,Claudia,TTT,0,1,21.00,1,1,0,0,0,1.2,4,5,5,3,1,0,0,2,9,0.444,0,0,0,0,0,1,3
WEIS,Nienke,NEP,1,0,8.40,2,1,0,0,0,5.0,8,8,6,5,5,2,1,0,21,0.381,2,0,0,0,1,7,1
WESTBERRY,Anna Maria,ROE,6,4,2.01,19,6,2,0,0,62.2,54,26,18,20,52,10,1,1,233,0.232,4,2,0,1,6,74,52
WISSINK,Laura,NEP,0,0,19.60,4,0,0,0,0,5.0,12,15,14,12,4,2,0,0,26,0.462,6,0,0,0,1,7,4
ZOULOVÁ,Anna,OLY,9,1,2.56,16,11,1,6,3,57.1,47,29,21,16,67,9,1,1,216,0.218,3,5,0,2,8,52,49
ZWAKMAN,Yala,OGZ,1,1,2.86,11,5,0,1,0,29.1,37,13,12,15,31,6,3,2,124,0.298,1,1,0,0,0,17,37
ZWITZER,Isa,SPA,2,0,5.79,12,3,0,0,0,19.1,31,25,16,18,13,6,0,2,88,0.352,9,3,0,0,7,34,13
