Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
DE KEZEL,Isabeau,GEN,42,1,7,0,1,0,5,9,0.167,0.214,0.352,0.566,11,1,14,0,0,0,3,0
DE PERMENTIER,Nina,HOB,37,10,8,1,0,0,8,9,0.216,0.243,0.442,0.685,12,3,13,0,0,0,1,0
DE PERMENTIER,Stine,HOB,52,19,14,0,1,0,9,16,0.269,0.308,0.412,0.720,11,3,17,1,2,4,2,0
DE RIDDER,Feebe,MER,11,5,2,0,0,0,3,2,0.182,0.182,0.250,0.432,1,0,4,0,0,0,1,0
DE RIDDER,Floortje,MER,86,34,30,4,1,5,18,51,0.349,0.593,0.447,1.040,15,1,11,0,1,0,7,1
DE RIDDER,Friedl,MER,27,11,6,1,0,1,5,10,0.222,0.370,0.364,0.734,6,0,8,0,0,1,4,0
DE RIJK,Nienke,ANT,62,11,10,0,1,1,7,15,0.161,0.242,0.200,0.442,1,2,13,0,0,3,8,2
DE RYCKE,Joke,BEV,14,3,0,0,0,0,4,0,0.000,0.000,0.286,0.286,5,1,4,0,1,2,1,0
DE STOBBELEIR,Yonie,BEV,33,11,11,0,0,0,5,11,0.333,0.333,0.450,0.783,7,0,5,0,0,1,5,0
DE VREE,Femke,HOB,92,12,34,8,0,0,20,42,0.370,0.457,0.430,0.887,11,1,6,0,3,1,1,1
DECARPENTRIE,Adeline,MSG,14,2,5,1,0,0,3,6,0.357,0.429,0.471,0.900,3,0,3,0,0,0,2,0
DESPONTIN,Maeline,MSG,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
DEVRIESE,Ella,MER,21,4,4,0,1,0,2,6,0.190,0.286,0.227,0.513,1,0,5,0,0,1,0,0
DILLE,Louise,MER,97,26,43,1,2,0,21,48,0.443,0.495,0.491,0.986,7,2,13,1,0,2,3,1
DOUTRELOUX,Eva,MSG,37,5,7,0,0,1,4,10,0.189,0.270,0.286,0.556,5,0,14,0,0,0,1,0
EMMEN,Kim,HOB,13,2,3,1,0,0,1,4,0.231,0.308,0.231,0.539,0,0,2,0,0,0,0,0
FARIGLIANO,Sophie,BEV,52,14,20,1,3,0,16,27,0.385,0.519,0.441,0.960,6,0,4,0,1,1,7,0
FIESACK,Jentel,MER,64,10,12,3,1,0,13,17,0.188,0.266,0.257,0.523,6,0,18,0,0,1,1,0
GABRIËLS,Joke,ANT,47,8,6,1,0,0,2,7,0.128,0.149,0.226,0.375,5,1,24,0,0,0,0,0
GELDOF,Kate,ANT,47,25,20,3,2,2,17,33,0.426,0.702,0.591,1.293,19,0,6,0,0,1,19,0
GOOSEN,Innes,HOB,91,43,32,7,2,0,18,43,0.352,0.473,0.459,0.932,16,2,16,0,0,1,12,0
GOOSEN,Yasmine,HOB,9,6,1,0,0,0,2,1,0.111,0.111,0.385,0.496,3,1,5,0,0,0,0,0
GOYVAERTS,Caroline,ANT,29,14,13,2,0,0,8,15,0.448,0.517,0.529,1.046,5,0,3,0,0,1,6,0
HEETESONNE,Ine,GEN,19,2,5,0,0,0,2,5,0.263,0.263,0.333,0.596,1,1,9,0,0,0,0,0
HERINCKX,Maaike,MER,89,26,29,4,4,4,20,53,0.326,0.596,0.367,0.963,7,0,12,0,2,0,3,0
HEUTEN,Julie,ANT,59,13,13,2,0,1,3,18,0.220,0.305,0.270,0.575,4,0,19,0,0,2,4,2
HEYLEN,Jessie,BEV,46,10,7,2,0,0,8,9,0.152,0.196,0.316,0.512,11,0,8,0,0,1,5,0
HUYBENS,Nathan,MSG,101,42,47,11,5,4,41,80,0.465,0.792,0.575,1.367,24,2,5,0,0,2,3,0
JANSSEN,Gitte,BEV,74,35,30,9,5,4,38,61,0.405,0.824,0.561,1.385,25,5,11,0,3,2,17,1
JANSSEN,Sabine,GEN,24,1,2,0,0,0,0,2,0.083,0.083,0.154,0.237,1,1,10,0,0,0,1,0
JANSSENS,Céline,HOB,55,22,21,6,1,1,18,32,0.382,0.582,0.527,1.109,18,0,6,0,1,1,10,0
JANSSENS,Maiti,ANT,85,23,20,3,0,0,6,23,0.235,0.271,0.337,0.608,12,1,15,0,0,4,6,0
KASCHL,Ada,MSG,53,26,20,2,1,1,10,27,0.377,0.509,0.476,0.985,7,3,5,0,0,0,2,1
LATHOUDERS,Lynn,ANT,11,0,0,0,0,0,0,0,0.000,0.000,0.154,0.154,2,0,8,0,0,0,1,0
LEMMENS,Silke,ANT,61,17,16,2,1,0,5,20,0.262,0.328,0.348,0.676,8,0,15,0,0,2,4,2
LENOIR,Lisse,ANT,80,13,28,4,1,0,27,34,0.350,0.425,0.398,0.823,7,0,7,0,1,1,8,1
LEUNIS,Helena,GEN,31,5,7,0,0,0,4,7,0.226,0.226,0.314,0.540,4,0,14,0,0,1,7,0
LINTOS,Claire,MSG,32,4,9,2,0,0,5,11,0.281,0.344,0.361,0.705,2,2,7,2,0,0,1,0
LOUX,Baileigh,MSG,62,37,37,6,1,7,30,66,0.597,1.065,0.643,1.708,5,3,0,0,0,1,9,0
MAES,Patricia,GEN,5,0,0,0,0,0,0,0,0.000,0.000,0.286,0.286,2,0,2,0,0,1,0,0
MEERT,Eloïse,HOB,42,8,14,1,0,0,10,15,0.333,0.357,0.408,0.765,5,1,11,0,1,1,4,1
MICHIELS,Lani,MER,1,0,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,0,0,0,0,0,0,0
MIGNOLET,Anne-Sophie,MSG,79,19,23,5,1,1,15,33,0.291,0.418,0.352,0.770,7,1,16,0,1,3,4,0
MOSTAERT,Fleur,HOB,54,16,17,1,1,0,10,20,0.315,0.370,0.439,0.809,10,2,9,1,0,2,2,0
MYNCKE,Liselotte,GEN,10,0,2,2,0,0,2,4,0.200,0.400,0.385,0.785,3,0,3,0,0,0,0,0
NAUTS,Eve,MSG,11,5,3,0,0,0,2,3,0.273,0.273,0.333,0.606,1,0,3,0,0,1,1,0
NEERINCKX,Marijke,MER,105,21,37,5,2,0,22,46,0.352,0.438,0.389,0.827,7,0,13,0,1,0,2,0
PLETTINX,Lisa,MER,7,1,1,0,1,0,0,3,0.143,0.429,0.250,0.679,1,0,6,0,0,0,0,0
RADKE,Reagen,MSG,23,9,10,3,0,0,3,13,0.435,0.565,0.632,1.197,13,1,5,0,1,0,6,0
RILEY,Donovan,HOB,102,50,63,17,12,3,56,113,0.618,1.108,0.687,1.795,28,1,2,0,3,0,2,0
ROBBERECHTS,Janne,MER,57,14,15,2,1,1,12,22,0.263,0.386,0.373,0.759,10,0,19,1,0,2,3,0
ROBERT,Muriël,BEV,37,11,11,1,0,0,8,12,0.297,0.324,0.350,0.674,3,0,9,0,0,0,1,0
ROEF,Koby,BEV,78,17,21,8,0,0,28,29,0.269,0.372,0.392,0.764,16,3,12,1,5,2,8,1
ROEF,Lauren,BEV,61,15,18,2,0,1,10,23,0.295,0.377,0.348,0.725,5,0,8,0,0,3,6,0
ROEF,Rubin,BEV,82,23,21,1,0,1,16,25,0.256,0.305,0.361,0.666,14,0,22,0,1,2,5,2
ROTTHIER,Yana,BEV,71,12,20,6,0,1,18,29,0.282,0.408,0.338,0.746,7,0,8,0,2,1,2,0
ROTTIERS,Melissa,GEN,29,5,10,2,1,1,6,17,0.345,0.586,0.406,0.992,2,1,5,0,0,0,2,0
SEGERS,Zita,HOB,19,13,6,0,0,0,5,6,0.316,0.316,0.500,0.816,5,2,5,0,0,0,1,0
SLEZAK,Julia,ANT,38,8,6,0,0,0,4,6,0.158,0.158,0.200,0.358,1,1,7,0,0,1,3,1
SMET,Sofie,HOB,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
SMITH,Ellie,MSG,66,30,40,4,6,7,42,77,0.606,1.167,0.650,1.817,11,1,3,0,2,1,3,0
SPEYBROUCK,Katja,MER,51,10,16,2,1,2,12,26,0.314,0.510,0.352,0.862,3,0,6,0,0,0,4,2
STRUYF,Roxanne,MER,117,24,36,3,2,1,25,46,0.308,0.393,0.349,0.742,6,2,10,3,1,0,3,0
SYNIAWSKY,Evi,HOB,43,13,15,1,1,1,19,21,0.349,0.488,0.455,0.943,9,1,8,0,2,2,1,1
SYNIAWSKY,Line,ANT,52,5,8,1,0,0,6,9,0.154,0.173,0.241,0.414,6,0,26,0,0,1,1,0
SYNIAWSKY,Sam,BEV,54,17,15,2,0,0,12,17,0.278,0.315,0.394,0.709,11,0,11,1,1,4,3,0
THOMPSON,Laura,MER,47,22,28,3,1,6,15,51,0.596,1.085,0.648,1.733,7,0,2,0,0,0,6,1
UYTENDAAL,Lizzy,GEN,27,1,11,1,4,0,6,20,0.407,0.741,0.467,1.208,3,0,0,0,0,0,1,0
VAN DEN BRANDE,Joren,HOB,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
VAN DEN BRANDE,Lynn,HOB,62,16,21,6,5,0,14,37,0.339,0.597,0.431,1.028,9,1,12,0,0,0,0,0
VAN DER LINDEN,Marion,MSG,38,9,8,1,1,1,8,14,0.211,0.368,0.295,0.663,3,2,13,0,1,1,1,1
VAN DOREN,Tine,MER,22,3,3,0,0,0,5,3,0.136,0.136,0.174,0.310,1,0,11,0,0,1,0,0
VAN DROOGENBROECK,Maya,MER,89,27,34,3,4,10,37,75,0.382,0.843,0.402,1.245,4,1,19,0,3,0,3,0
VAN GESTEL,Clara,MSG,48,12,15,1,0,1,8,19,0.313,0.396,0.370,0.766,5,0,14,0,1,1,4,0
VAN NUFFEL,Tina,ANT,65,21,31,8,5,1,12,52,0.477,0.800,0.520,1.320,8,0,7,0,2,1,4,0
VAN POUCKE,Kato,GEN,63,5,10,2,0,0,2,12,0.159,0.190,0.197,0.387,2,1,21,0,0,3,6,2
VANDEPUTTE,Lisa,GEN,4,0,1,0,0,0,2,1,0.250,0.250,0.250,0.500,0,0,1,0,0,0,0,0
VANDERAA,Mathilde,MSG,59,21,20,4,1,2,10,32,0.339,0.542,0.381,0.923,3,1,9,0,0,1,4,0
VANSEVENANT,Sarah,GEN,14,0,3,0,1,0,2,5,0.214,0.357,0.313,0.670,2,0,3,0,0,0,2,0
VEEKENS,Anneleen,BEV,16,4,6,1,0,0,5,7,0.375,0.438,0.524,0.962,4,1,3,0,0,0,0,1
VERELST,Olivia,MSG,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
VERHULST,Joyce,GEN,72,13,19,1,0,0,6,20,0.264,0.278,0.338,0.616,7,1,14,0,0,0,16,0
VERMEERSCH,Hanne,GEN,14,3,2,0,0,0,0,2,0.143,0.143,0.200,0.343,1,0,5,0,0,0,5,0
VISSERS,Jolien,GEN,4,0,0,0,0,0,0,0,0.000,0.000,0.200,0.200,0,1,2,0,0,0,0,0
WILLEKENS,Annelies,GEN,52,4,10,1,1,0,3,13,0.192,0.250,0.348,0.598,4,9,14,0,1,0,10,0
WOUTERS,Jana,ANT,66,4,10,0,0,0,6,10,0.152,0.152,0.176,0.328,2,0,20,0,0,0,0,0
