Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
GRANT,Sandy,BRI,3,26,24,2,0,1.000,2,4,0,100.0,0,0
HAEPERS,Raven,HEI,11,20,5,11,4,0.800,0,1,0,100.0,0,0
HAJJI,Hinde,BRU,5,9,9,0,0,1.000,0,0,0,,0,0
HANSE,Léa,MON,3,3,2,0,1,0.667,0,0,0,,0,0
HARMEGNIES,Sarah,MON,8,23,13,9,1,0.957,1,11,1,91.7,4,0
HEINEN,Laurélia,TOU,6,9,4,3,2,0.778,1,0,0,,0,0
HERMANS,Stacy,BRU,4,3,3,0,0,1.000,0,0,0,,0,0
HUBERT,Amandine,BRI,3,5,3,1,1,0.800,0,0,0,,0,0
HUYGHE,Lara,BRU,12,24,10,14,0,1.000,0,27,0,100.0,0,0
HYE,An,HEI,8,9,2,7,0,1.000,0,0,0,,0,0
KENNES,Jutta,HEI,10,46,34,11,1,0.978,0,18,4,81.8,24,0
LALOUX,Mélanie,TOU,8,12,7,4,1,0.917,0,10,1,90.9,4,0
LECLERCQ,Marie,MON,2,4,1,3,0,1.000,0,0,0,,0,0
MARCHALE,Audrey,BRI,3,12,9,3,0,1.000,0,3,0,100.0,1,0
MARENGO ESCOBAR,Lorena,TOU,9,10,5,4,1,0.900,0,4,0,100.0,0,0
MASSE,Alexa,BRI,7,10,2,6,2,0.800,0,7,0,100.0,0,0
MERLIN,Alice,MON,11,40,38,2,0,1.000,1,0,0,,0,0
MOINY,Julie,SER,5,8,3,3,2,0.750,1,0,0,,0,0
MORE,Christelle,SER,12,16,8,7,1,0.938,0,5,0,100.0,0,0
MOUCHERON,Olivia,MON,3,1,0,0,1,0.000,0,0,0,,0,0
MULLER,Taegan,BRU,6,22,5,12,5,0.773,0,0,0,,0,0
MUMENTHALER,Adeline,BRI,4,11,4,6,1,0.909,2,4,0,100.0,0,0
NAMMOUR,Marie,BRU,4,14,12,0,2,0.857,0,16,0,100.0,6,0
NOKERMAN,Isabelle,MON,6,7,2,3,2,0.714,1,0,0,,0,0
PAUCKSTADT,Sybill,BRU,9,35,29,3,3,0.914,0,14,0,100.0,0,0
PAUWELS,Sandrine,BRI,2,7,4,3,0,1.000,0,0,0,,0,0
PIAZZI,Linda,BRI,4,7,2,4,1,0.857,0,0,0,,0,0
POWIS,Catherine,BRU,6,19,8,6,5,0.737,1,0,0,,0,0
ROIG KASCHL,Patty,BRU,6,12,5,4,3,0.750,1,13,0,100.0,5,0
ROSSION,Lola,SER,5,13,5,8,0,1.000,0,0,0,,0,0
STEGEN,Céline,SER,4,7,6,0,1,0.857,0,0,0,,0,0
STEURS,Veerle,HEI,8,32,27,2,3,0.906,1,0,0,,0,0
STRADI,Alice,BRU,4,6,2,0,4,0.333,0,0,0,,0,0
TARANTCHENKO,Ekaterina,SER,8,4,2,2,0,1.000,0,0,0,,0,0
THERVILLE,Misaki,BRU,6,4,3,0,1,0.750,0,0,0,,0,0
VAN CALSTER,Nine,MON,6,16,9,3,4,0.750,0,0,0,,0,0
VAN CALSTER,Nora,MON,8,8,6,0,2,0.750,0,0,0,,0,0
VAN DEN ACKER,Sien,HEI,4,13,5,8,0,1.000,1,0,0,,0,0
VAN DER VEKEN,Tine,HEI,15,25,8,15,2,0.920,0,4,0,100.0,10,0
VAN HIRTUM,Justine,BRI,5,2,1,1,0,1.000,0,6,0,100.0,0,0
VAN KETS,Sylvie,HEI,7,25,21,0,4,0.840,0,0,0,,0,0
VAN KETS,Zoï,HEI,7,3,3,0,0,1.000,0,0,0,,0,0
VAN WAUWE,Sofie,BRU,2,3,1,1,1,0.667,0,2,0,100.0,0,0
VANDENDAELE,Jennifer,TOU,6,16,6,7,3,0.813,0,0,0,,0,0
VOLKAERTS,Fien,HEI,8,21,11,7,3,0.857,1,4,0,100.0,11,0
WATTIEZ,Lucie,TOU,1,1,1,0,0,1.000,0,0,0,,0,0
WEGIERSKI,Julie,MON,8,30,16,12,2,0.933,1,0,0,,0,0
WIDAR,Stéphanie,SER,5,14,7,7,0,1.000,0,0,0,,1,0
