Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
FAUVILLE,Christelle,BRU,2,1,0,0,1,0.000,0,0,0,,0,0
FUKS,Jennifer,BRI,13,18,13,3,2,0.889,1,0,0,,0,0
GATTO,Camille,BRI,11,5,2,2,1,0.800,0,0,0,,0,0
GAUQUIER,Fleur,MON,21,13,8,2,3,0.769,0,0,0,,0,0
GEEERAERTS,Yanaika,HEI,18,8,2,2,4,0.500,0,0,0,,0,0
GHELEYNS,Marie,BRI,19,67,58,6,3,0.955,0,2,0,100.0,0,0
GORIS,Jessy,HEI,20,11,6,3,2,0.818,1,0,0,,0,0
GRANT,Sandy,BRU,27,95,79,13,3,0.968,2,46,0,100.0,8,0
HAEPERS,Raven,HEI,49,81,33,32,16,0.802,2,23,0,100.0,0,0
HAJJI,Hinde,BRU,18,57,43,8,6,0.895,0,26,1,96.3,12,0
HARMEGNIES,Sarah,MON,18,34,25,4,5,0.853,0,16,1,94.1,7,1
HEETESONNE,Ine,GEN,16,3,2,0,1,0.667,0,0,0,,0,0
HENNE,Corinne,BRU,12,21,5,9,7,0.667,0,0,0,,0,0
HERMANS,Stacy,BRU,15,9,6,2,1,0.889,0,0,0,,0,0
HUBERT,Amandine,BRI,17,28,17,8,3,0.893,1,0,0,,0,0
HUYGHE,Lara,BRU,31,31,14,12,5,0.839,0,4,0,100.0,0,0
HYE,An,HEI,30,19,8,9,2,0.895,0,0,0,,0,0
JANSSEN,Sabine,GEN,16,66,64,1,1,0.985,1,11,0,100.0,2,0
KENNES,Jutta,HEI,32,103,84,8,11,0.893,1,114,4,96.6,75,1
KHAN,Coralie,BRI,5,5,3,2,0,1.000,0,0,0,,0,0
KICQ,Marie,MON,20,46,40,3,3,0.935,0,6,0,100.0,0,0
LAENEN,Yellise,HEI,11,3,1,1,1,0.667,1,0,0,,0,0
LECLERCQ,Leslie,BRI,4,5,2,3,0,1.000,1,0,0,,0,0
LECLERCQ,Marie,MON,2,2,2,0,0,1.000,0,0,0,,0,0
LEJEUNE,Lea,MON,11,19,10,9,0,1.000,0,0,0,,0,0
LEUNIS,Helena,GEN,25,36,20,12,4,0.889,3,0,0,,0,0
MANTO,Laura,SER,5,6,4,0,2,0.667,0,0,0,,0,0
MARCHALE,Audrey,BRI,12,21,19,1,1,0.952,0,43,0,100.0,4,0
MASSE,Alexa,BRI,14,14,6,5,3,0.786,0,7,0,100.0,0,0
MERLIN,Alice,MON,33,92,84,6,2,0.978,1,2,0,100.0,0,0
MICHAUX,Jennifer,BRI,6,12,12,0,0,1.000,0,14,0,100.0,5,0
MOINY,Julie,SER,18,45,17,20,8,0.822,1,0,0,,0,0
MORE,Christelle,SER,49,108,79,26,3,0.972,1,26,0,100.0,0,0
MOUCHERON,Olivia,MON,1,1,0,0,1,0.000,0,0,0,,0,0
MUMENTHALER,Adeline,BRI,4,5,1,3,1,0.800,1,2,0,100.0,0,0
MYNCKE,Liselotte,GEN,16,25,16,6,3,0.880,0,9,0,100.0,4,0
MÜNTEN,Kloée,SER,23,19,7,5,7,0.632,0,1,0,100.0,0,0
NOKERMAN,Isabelle,MON,19,37,13,14,10,0.730,0,0,0,,0,0
PANEPINTO,Giulia,SER,3,1,1,0,0,1.000,0,0,0,,0,0
PAUCKSTADT,Sybill,BRU,40,108,65,33,10,0.907,2,18,0,100.0,0,0
PIAZZI,Linda,BRI,23,31,10,16,5,0.839,0,6,0,100.0,0,0
POWIS,Catherine,BRU,10,12,5,3,4,0.667,0,0,0,,0,0
ROIG KASCHL,Patty,BRU,19,47,20,21,6,0.872,1,0,0,,0,0
ROSSION,Lola,SER,14,9,6,2,1,0.889,0,0,0,,0,0
SANO,Hitomi,BRU,8,15,7,7,1,0.933,0,0,0,,0,0
STEURS,Veerle,HEI,30,113,104,5,4,0.965,1,11,0,100.0,16,0
STOOP,Charlotte,MON,15,17,15,0,2,0.882,2,0,0,,0,0
STRADI,Alice,BRU,15,12,5,3,4,0.667,0,0,0,,0,0
TARANTCHENKO,Ekaterina,SER,14,12,10,0,2,0.833,0,0,0,,0,0
THERVILLE,Misaki,BRU,8,5,2,0,3,0.400,0,0,0,,0,0
VAN CALSTER,Nine,MON,8,2,2,0,0,1.000,0,0,0,,0,0
VAN CALSTER,Nora,MON,6,1,1,0,0,1.000,0,0,0,,0,0
VAN COILLIE,Clara,BRU,7,3,2,0,1,0.667,0,0,0,,0,0
VAN DEN ACKER,Sien,HEI,6,9,6,2,1,0.889,2,0,0,,0,0
VAN DER VEKEN,Anja,HEI,3,1,0,0,1,0.000,0,0,0,,0,0
VAN DER VEKEN,Tine,HEI,36,57,22,26,9,0.842,1,4,1,80.0,1,0
VAN GESTEL,Clara,BRU,20,80,51,18,11,0.863,2,29,1,96.7,13,0
VAN HIRTUM,Justine,BRI,15,40,13,18,9,0.775,0,2,0,100.0,0,0
VAN HOVE,Eléonore,BRU,5,13,8,2,3,0.769,0,0,0,,0,0
VAN KETS,Zoï,HEI,27,31,10,9,12,0.613,0,0,0,,0,0
VAN WAUWE,Sofie,BRU,2,1,0,1,0,1.000,0,2,0,100.0,0,0
VANDEPUTTE,Lisa,GEN,17,52,44,5,3,0.942,0,0,0,,0,0
VANSEVENANT,Sarah,GEN,27,51,26,22,3,0.941,0,3,0,100.0,0,0
VERHULST,Joyce,GEN,26,50,20,26,4,0.920,0,1,0,100.0,0,0
VERMEERSCH,Hanne,GEN,26,32,17,13,2,0.938,0,0,0,,0,0
VERMUNICHT,Nina,HEI,3,2,1,0,1,0.500,0,0,0,,0,0
VOLKAERTS,Fien,HEI,24,44,31,12,1,0.977,0,0,0,,0,0
WEGIERSKI,Julie,MON,17,47,22,17,8,0.830,4,0,0,,0,0
WIDAR,Stéphanie,SER,28,110,69,31,10,0.909,1,39,0,100.0,15,0
WILLEKENS,Annelies,GEN,29,108,95,11,2,0.981,2,12,0,100.0,1,0
WITHROW,Courtney,BRU,40,42,23,16,3,0.929,1,23,0,100.0,0,0
