Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
RANDALL,Kyle,LDC,12,16,6,7,3,0.813,1,0,0,,0,0
RATCLIFF,Jamie,SHB,12,17,13,1,3,0.824,0,2,0,100.0,0,0
RATKEVICIUS,Viktoras,VET,14,14,4,8,2,0.857,0,4,0,100.0,0,0
READ,Sam,SHB,6,6,6,0,0,1.000,0,0,0,,0,0
RODRIGUEZ,Jonathan,SHB,23,62,27,30,5,0.919,2,2,0,100.0,2,0
SANCHEZ LANE,Harrison Miguel,VET,5,7,2,2,3,0.571,0,0,0,,0,0
SANTANA,Aleudy,VET,16,53,44,6,3,0.943,0,28,1,96.6,3,0
SARAKOJIS,Tadas,VET,15,48,44,3,1,0.979,0,0,0,,0,0
SASS,Ray,SHB,26,68,23,39,6,0.912,7,5,0,100.0,0,0
SHEPPARD,Gordon,LDC,13,50,38,8,4,0.920,1,0,0,,0,0
SILVA BRAUCCI,Joseph Andres,BMB,9,6,5,0,1,0.833,0,13,0,100.0,0,0
SILVESTRE,Manuel,SHB,23,154,132,16,6,0.961,1,39,2,95.1,20,0
SIMMONS,Nathan,SHB,6,16,8,7,1,0.938,3,0,0,,0,0
SIRGEDAS,Matas,VET,9,11,11,0,0,1.000,0,0,0,,0,0
STOLTZ,Keanu,SHB,20,20,6,14,0,1.000,5,3,0,100.0,0,0
SÁNCHEZ PERALTA,Miguel Alfonso,VET,22,29,20,8,1,0.966,0,11,0,100.0,2,0
TAJIRI,HIRONORI,LDC,14,65,62,2,1,0.985,0,11,1,91.7,4,0
TAMOSIUNAS,Darius,VET,1,2,2,0,0,1.000,0,0,0,,0,0
TAMOSIUNAS,Nerius,VET,4,7,4,2,1,0.857,0,0,0,,0,0
TAYLOR,Josh,SHB,17,17,15,2,0,1.000,2,0,0,,0,0
TEJEDA,Angel,LDM,5,13,5,7,1,0.923,2,0,0,,0,0
TEZUKA,Kazuki,LDC,13,5,2,3,0,1.000,0,1,0,100.0,0,0
THEBERGE,Marc,LDM,17,43,15,24,4,0.907,5,0,0,,0,0
TRINKUNAS,Deivydas,VET,9,13,8,4,1,0.923,2,0,0,,0,0
TYSE,Mitch,LDM,6,12,11,0,1,0.917,1,0,0,,0,0
UGAS,Rafa,BMB,4,3,3,0,0,1.000,0,0,0,,0,0
VALENCIA DOMINGUEZ,Geremias Jesus,LDM,15,17,15,1,1,0.941,1,0,0,,0,0
VEGA,Williams,BMB,13,43,29,14,0,1.000,2,0,0,,0,0
VELAZCO CARUS,Carlos,BMB,20,23,11,8,4,0.826,0,7,0,100.0,0,0
VILLANUEVA,Johan,LDC,21,20,9,10,1,0.950,0,14,0,100.0,0,0
VINALL,Callum,LDM,13,65,63,0,2,0.969,0,9,0,100.0,9,2
VOM SCHEIDT,Mitchell,LDM,3,2,0,2,0,1.000,0,5,0,100.0,0,0
WAMPLER,Louis,LDC,14,21,20,1,0,1.000,0,0,0,,0,0
WEBB,Bruce,SHB,4,9,8,1,0,1.000,2,0,0,,0,0
WIEDMANN,Pete,LDC,13,34,11,21,2,0.941,3,0,0,,0,0
WILHELM,Jorge,EXA,15,19,18,1,0,1.000,1,0,0,,0,0
WILSON,Rhys,LDC,14,35,25,10,0,1.000,1,0,0,,0,0
WRIGHT,Kelly,SHB,3,6,4,2,0,1.000,0,0,0,,0,0
ŽIČKUS,Eimantas,VET,3,6,6,0,0,1.000,2,0,0,,0,0
