Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
PERDUE,Melvin,DD,28,67,37,29,1,0.985,1,0,0,,0,0
PETRACS,Lars,MS,8,3,3,0,0,1.000,0,0,0,,0,0
PFISTER,Jochen,IN,14,22,20,2,0,1.000,0,0,0,,0,0
PICHLER,Lukas,IN,13,97,80,15,2,0.979,1,12,3,80.0,1,0
PORTNER,Luis,VW,15,94,76,10,8,0.915,2,13,2,86.7,1,0
RAIMANN,Clemens,DD,7,8,5,1,2,0.750,1,0,0,,0,0
RAUNIGGER,Jan,GH,23,75,24,38,13,0.827,3,0,0,,0,0
RAUSCHER,Timo,VW,17,125,110,10,5,0.960,2,26,2,92.9,10,1
RESEL,Alexander,VW,13,30,11,14,5,0.833,1,0,0,,0,0
REYES,Peter,VW,32,83,37,41,5,0.940,9,0,0,,0,0
RHOMBERG,Pius,IN,13,17,16,0,1,0.941,0,0,0,,0,0
RIEDMANN,Moritz,IN,20,52,25,18,9,0.827,1,0,0,,0,0
RIEGER,Jan,GH,1,5,1,4,0,1.000,1,0,0,,0,0
RIGELE,Lukas,MS,1,3,3,0,0,1.000,0,0,0,,0,0
ROJAS DIAZ,Julio Antonio,BB,22,33,29,2,2,0.939,0,0,0,,0,0
RUPP,Ryan,IN,12,17,1,16,0,1.000,1,1,1,50.0,0,0
SAKANASHI,Hiroyuki,VW,21,105,98,7,0,1.000,8,0,0,,0,0
SALZMANN,Benni,MS,18,120,102,17,1,0.992,9,0,0,,0,0
SANSARYS ROJAS,Erick Jesus,BB,4,2,0,2,0,1.000,0,0,0,,0,0
SAVINO,Michael,VW,8,18,14,3,1,0.944,0,1,0,100.0,0,0
SCHADLER,Nicholas,MS,19,33,18,15,0,1.000,0,0,1,0.0,0,0
SCHAFFER,Jakob,GH,14,8,2,3,3,0.625,0,0,0,,0,0
SCHEDLER,Laurin,HB,9,38,15,16,7,0.816,4,0,0,,0,0
SCHEIBER,Felix,BB,18,35,32,2,1,0.971,1,0,0,,0,0
SCHEICHER,Klaus,DD,16,7,2,5,0,1.000,0,0,0,,0,0
SCHEICHER,Moritz,DD,32,76,22,46,8,0.895,4,0,0,,0,0
SCHILLER,Alexander,GH,26,58,46,7,5,0.914,2,0,0,,0,0
SCHNEIDER,Michael,VW,7,28,26,2,0,1.000,1,0,0,,0,0
SCHÜTZ,Lukas,BB,24,14,7,7,0,1.000,2,0,0,,0,0
SCHÜTZ,Severin,BB,12,36,14,14,8,0.778,3,0,0,,0,0
SEISER,Claus,MS,28,107,43,55,9,0.916,3,2,0,100.0,1,0
SIMONSEN,Jakob,MS,27,62,36,25,1,0.984,2,0,0,,0,0
SQUIRES,Chris,IN,36,60,52,8,0,1.000,1,0,0,,0,0
STEMMER,Georg,VW,22,45,42,2,1,0.978,1,0,0,,0,0
STEPHAN,Felix,BB,22,70,19,42,9,0.871,7,1,0,100.0,0,0
SUCHAROWSKI,Stefan,DD,19,47,39,6,2,0.957,0,11,1,91.7,0,0
SWANSON,Jonathan,MS,3,5,4,0,1,0.800,0,0,0,,0,0
TALIR,Dominik,VW,24,68,61,4,3,0.956,2,0,0,,0,0
THAU,Angelo,VW,15,16,1,12,3,0.813,0,0,0,,0,0
THEINER,Marcel,IN,24,99,71,18,10,0.899,10,0,0,,0,0
TOMSICH,Christian,VW,7,25,20,5,0,1.000,2,0,0,,0,0
TOPPER,Josh,MS,15,9,6,3,0,1.000,1,1,0,100.0,0,0
TRACEY,Max Dylan,DD,23,51,27,22,2,0.961,4,0,0,,0,0
TRAUT,Lucas,HB,35,51,15,28,8,0.843,2,0,0,,0,0
TRIMMEL,Markus,GH,27,17,11,2,4,0.765,0,1,0,100.0,0,0
TRUJILLO SILVA,Livan,BB,21,87,27,54,6,0.931,10,0,0,,0,0
VALS FRIAS,Erwin Eduardo,HB,28,132,43,77,12,0.909,16,0,0,,0,0
VAN DIJCK,Rick,DD,12,14,2,10,2,0.857,0,0,0,,0,0
VARGA,Michael,BB,23,121,88,25,8,0.934,2,20,4,83.3,2,0
WEATHERLY,Nathan,MS,26,171,159,10,2,0.988,0,16,1,94.1,5,1
WERNER,Tobias,GH,26,193,138,46,9,0.953,7,11,3,78.6,4,0
WINDER,Marcel,HB,24,59,55,3,1,0.983,1,0,0,,0,0
ZIMMERMANN,Jonas Michael,HB,16,8,2,3,3,0.625,1,0,0,,0,0
ZOUFAL,Alessandro,DD,20,11,11,0,0,1.000,0,0,0,,0,0
