Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
VAN DER HORST,Marleen,SPA,0,0,16.80,1,0,0,0,0,1.2,6,4,4,0,0,2,0,0,10,0.600,0,0,0,1,0,1,4
VAN DER MAAS,Mandy,AMS,4,13,4.71,26,17,0,13,0,110.0,150,100,74,46,58,23,17,8,473,0.317,5,4,0,4,15,128,134
VAN DER PUTTEN,Sanne,AMS,0,6,8.91,10,8,0,2,0,33.0,58,50,42,35,12,17,4,2,149,0.389,12,6,0,2,6,41,37
VAN DER ZWAN,Julie,OLY,0,0,7.88,1,0,0,0,0,2.2,4,3,3,3,0,1,0,1,11,0.364,3,0,0,1,0,3,5
VAN DER ZWAN,Sam,OLY,0,0,0.00,1,0,0,0,0,0.0,4,7,7,3,0,4,0,0,4,1.000,2,0,0,0,0,0,0
VAN DEURSEN,Dani,OGZ,1,0,1.00,2,1,0,0,0,7.0,4,1,1,2,10,0,0,0,24,0.167,0,0,0,0,1,5,6
VAN EIJL,Margot,ROE,2,0,4.58,5,3,0,0,0,18.1,27,13,12,4,14,7,0,1,82,0.329,3,0,0,1,0,19,21
VLEUGELS,Mariëlle,OLY,1,1,5.88,3,2,0,0,0,8.1,8,7,7,10,4,1,0,0,31,0.258,3,0,0,2,0,6,14
VOLKMANN,Claudia,TTT,0,1,7.74,4,1,1,0,0,6.1,12,7,7,2,3,1,1,0,26,0.462,1,0,0,0,2,6,7
VOORTMAN,Eva,NEP,27,4,1.20,34,21,0,10,7,162.2,83,34,28,51,303,20,8,5,564,0.147,25,14,0,1,8,86,94
WEIS,Nienke,NEP,0,2,4.06,17,11,0,0,0,29.1,36,30,17,34,26,5,1,1,125,0.288,4,3,0,0,1,46,15
WESTBERRY,Anna Maria,ROE,4,2,1.96,14,7,0,1,1,46.1,51,24,13,15,29,9,3,0,189,0.270,3,2,0,2,1,56,52
WRIXON,Grace,SPA,5,4,3.26,13,6,1,1,0,53.2,55,35,25,23,46,5,9,2,209,0.263,4,3,0,3,4,41,66
ZOULOVÁ,Anna,OLY,2,2,2.69,5,4,1,2,0,26.0,27,13,10,8,23,4,1,2,102,0.265,1,0,0,0,4,30,25
ZWAKMAN,Yala,OGZ,6,14,5.23,26,19,0,5,0,97.2,121,99,73,77,73,27,0,4,400,0.303,14,3,2,5,14,86,128
ZWITZER,Isa,SPA,0,5,6.68,22,12,1,0,0,29.1,29,31,28,42,23,9,0,2,112,0.259,17,12,1,2,1,29,33
