Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
LORENZO MARTÍN,Carla,IRA,0,0,35.00,4,0,0,0,0,2.0,10,13,10,5,1,3,1,0,15,0.667,5,4,0,0,0,1,2
LUNA GONZALEZ,Glorilen Paola,CAP,4,17,9.90,30,20,0,9,1,93.1,185,183,132,87,74,31,9,4,467,0.396,55,13,0,2,11,103,80
MARTÍN HUERTA,María,FEN,2,3,4.85,12,9,0,2,0,26.0,29,20,18,33,7,5,0,0,103,0.282,4,1,1,0,1,34,32
MCMAHON PARICIO,Sofía,MIR,0,5,10.50,7,5,0,2,0,22.2,44,49,34,30,3,4,2,0,112,0.393,22,1,2,3,2,18,43
MELERO CORREA,Marta,ANT,4,8,5.02,21,16,0,4,0,75.1,109,82,54,44,32,19,5,2,328,0.332,20,4,0,6,8,89,94
MOREIRA MONFORT,Malena,MIR,0,2,25.20,5,2,0,0,0,5.0,8,22,18,16,3,5,0,0,23,0.348,12,3,0,1,1,4,8
MORENTE,Alba,DRI,0,1,12.00,5,1,0,1,0,7.0,23,21,12,6,0,5,2,1,44,0.523,1,0,0,1,1,6,12
MOYA CARRASCOSA,Georgina,VIL,0,1,17.64,5,1,0,0,0,8.1,23,23,21,10,2,2,2,0,48,0.479,10,0,0,0,0,8,10
NAVARRO,Judit,BCN,1,2,11.08,4,3,0,1,0,12.0,22,21,19,14,7,0,2,1,58,0.379,10,1,0,0,1,9,20
ORDINOLA BARRIOS,Sofía,MIR,2,7,6.09,14,9,0,5,0,43.2,75,65,38,40,21,15,2,1,207,0.362,24,4,0,5,5,49,62
OTERO GARCÍA,Laura,CAM,15,5,3.56,29,20,1,13,1,125.2,128,108,64,61,142,22,15,4,509,0.251,34,15,0,4,17,134,97
PAREJO ALONSO,Beatriz,VIL,4,6,4.04,12,12,0,6,1,62.1,66,52,36,50,56,8,2,0,245,0.269,24,3,0,2,9,71,54
PARRÓN BELLO,Lucía,VIL,0,1,57.75,2,1,0,0,0,1.1,2,11,11,10,0,1,0,0,4,0.500,8,1,0,1,0,1,2
PIÑEIRO VEIGA,ALBA,CAM,0,1,17.50,2,2,0,0,0,2.0,7,10,5,4,1,2,2,1,13,0.538,1,1,0,0,0,2,1
PÉREZ,Gala,BCN,2,5,9.60,12,8,0,1,0,35.0,73,58,48,22,18,11,10,2,173,0.422,8,3,0,1,5,47,33
RAMIL LINAREZ,Sarayd Albani,CAM,8,3,3.31,15,10,0,5,2,61.1,63,48,29,19,41,12,3,3,252,0.250,12,0,0,2,6,76,62
RAMIREZ SIVIRA,Anyibell Del Carmen,RIV,10,0,0.67,12,11,1,8,7,41.2,17,4,4,12,85,0,0,0,139,0.122,0,2,0,0,2,19,19
RAMOS,Valentina,BCN,3,9,5.77,24,10,1,6,0,70.1,128,99,58,35,27,17,11,3,344,0.372,16,2,1,5,8,84,88
RODRIGO,Judith,BCN,0,1,13.50,3,1,0,0,0,4.2,5,10,9,12,0,2,0,0,16,0.313,7,2,0,0,1,3,9
RODRÍGUEZ GONZÁLEZ,Ariadna,CAP,0,0,6.00,5,0,0,0,0,4.2,8,6,4,9,2,1,1,0,19,0.421,4,0,0,1,2,8,4
SANTESTEBAN IBERO,Nerea,IRA,0,8,17.91,15,9,0,0,0,22.2,45,68,58,44,8,11,5,2,106,0.425,19,7,0,4,1,20,33
SEBASTIAN CRUET,Julia,VIL,9,6,4.24,16,13,1,12,3,79.1,98,71,48,44,80,14,4,0,330,0.297,20,2,2,2,7,89,58
SOTO ANDUJAR,Eva,FEN,7,2,3.68,10,5,1,5,1,53.1,70,39,28,14,11,8,4,3,225,0.311,8,2,0,2,4,64,78
VAN EIJL,Margot Johanna Hendrika,IRA,1,2,3.87,4,4,0,0,0,12.2,13,9,7,7,23,1,0,0,52,0.250,0,1,0,0,1,13,2
VICARIO AGUILAR,Adriana,IRA,0,1,105.00,1,1,0,0,0,0.1,3,6,5,2,0,1,0,0,5,0.600,2,0,1,0,0,1,1
VICENTE GARCÍA,Sara,MIR,3,6,10.74,15,8,0,2,0,44.1,88,100,68,47,21,19,2,4,223,0.395,27,8,0,4,8,37,74
VILLANUEVA,Andrea,SBO,0,0,7.00,2,0,1,0,0,3.0,6,5,3,1,2,2,0,0,15,0.400,2,1,0,1,0,3,4
YANES GUILLERMO,Melisa,CAP,1,0,9.41,4,0,0,0,0,9.2,15,20,13,12,3,3,2,1,44,0.341,5,3,0,1,0,13,10
YUSTA BARRAL,ANE,IRA,0,1,24.00,1,1,0,0,0,2.1,5,12,8,10,3,1,0,0,12,0.417,3,0,0,1,1,4,2
ÁLVAREZ,Estibaliz,OBB,0,0,7.88,4,1,1,0,0,8.0,13,13,9,9,7,3,1,1,36,0.361,0,0,0,0,1,10,4
ÍMAZ BERTOLO,Clara,IRA,0,0,6.00,2,0,0,0,0,2.1,4,3,2,3,0,3,0,0,12,0.333,1,2,0,0,0,3,4
