Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
CUEVAS JOAQUIN,Joseph Alexander,ELL,6,23,13,6,4,0.826,0,0,0,,0,0
DAMASO,Victor,ELL,2,2,0,1,1,0.500,0,0,0,,0,0
DANIELIUS,Rokas,ELL,12,26,17,6,3,0.885,0,0,0,,0,0
DEACON,Alex,HTF,27,68,42,21,5,0.926,5,11,0,100.0,0,0
DEAN,Louis,LDM,19,35,18,13,4,0.886,2,0,0,,0,0
DEERING,Ian,LDC,24,102,97,1,4,0.961,5,0,0,,0,0
DELZOPPO,Grant,LDM,2,1,1,0,0,1.000,0,0,0,,0,0
DIAZ,Juan,EXA,19,60,30,28,2,0.967,5,0,0,,0,0
DISLA GARCIA,Bryan de Jesús,ELL,10,21,10,6,5,0.762,1,0,0,,0,0
DIX,Jamie,LDM,22,44,23,15,6,0.864,1,1,0,100.0,0,0
DODDS,Brian,SHB,14,45,43,0,2,0.956,3,0,0,,0,0
DUGGAN,Fraser,HTF,9,25,22,2,1,0.960,3,0,0,,0,0
EDMONDS,Jordan,LDM,6,5,5,0,0,1.000,0,0,0,,0,0
EFFINGHAM,Nick,HTF,1,3,2,0,1,0.667,0,0,0,,0,0
ESCALONA,Giovanni,EXA,18,17,16,0,1,0.941,0,0,0,,0,0
FARRACH,Juan,EXA,13,15,3,11,1,0.933,0,2,0,100.0,0,0
FELIZ,Saul,ELL,6,4,2,1,1,0.750,0,0,0,,0,0
FIGUEREO ALMONTE,Julio Cesar,LDC,26,53,23,24,6,0.887,4,0,0,,0,0
FIORENTINO,Michael,LDM,21,38,27,9,2,0.947,3,0,0,,0,0
FLAHERTY,Michael,LDM,2,2,1,1,0,1.000,0,0,0,,0,0
FLAHERTY,Thomas,LDM,4,3,3,0,0,1.000,0,0,0,,0,0
FORTUNATO,Arias,ELL,4,30,24,3,3,0.900,2,5,0,100.0,0,0
FRENCH,Tim,SHB,6,5,5,0,0,1.000,0,0,0,,0,0
FRISS,Lucas,LDM,12,10,5,4,1,0.900,0,3,0,100.0,0,0
FROMETA,Luis,SHB,23,36,16,11,9,0.750,0,1,0,100.0,0,0
GARCIA,Jeffry,LDM,6,8,3,3,2,0.750,1,0,0,,0,0
GARCIA,Jesus,LDM,5,27,23,3,1,0.963,1,2,2,50.0,1,0
GONDOBINTORO,Sean,LDM,3,15,14,0,1,0.933,0,5,0,100.0,1,0
GONZALEZ,Diego,SHB,3,3,2,0,1,0.667,0,0,0,,0,0
GONZÁLEZ,Jorge Luis,ELL,29,40,25,12,3,0.925,2,18,0,100.0,0,0
GROCOTT,Jordan,SHB,19,56,21,24,11,0.804,1,4,0,100.0,4,0
GUTOWSKI,Leon Maksymilian,HTF,2,1,1,0,0,1.000,0,0,0,,0,0
GÁLVEZ RODRÍGUEZ,Adonis jose,EXA,23,53,15,34,4,0.925,4,1,0,100.0,0,0
HASHIGUCHI,Masa,LDC,17,24,7,17,0,1.000,0,0,0,,0,0
HICHE,Cris,HTF,31,54,47,3,4,0.926,2,8,0,100.0,1,0
IBARRA,Eduardo,LDC,11,29,8,18,3,0.897,4,0,0,,0,0
ISHIHARA,Tasuku,HTF,15,26,21,4,1,0.962,0,15,1,93.8,2,0
KATINAS,Vilmantas,ELL,12,10,10,0,0,1.000,0,0,0,,0,0
LAWLER,Dylan,HTF,20,65,17,41,7,0.892,9,0,0,,0,0
LAWN,Spencer,SHB,17,23,16,4,3,0.870,1,0,0,,2,0
LAWSON,Tosh,LDM,8,4,1,1,2,0.500,0,1,0,100.0,0,0
LEDESMA MARTÍNEZ,José Gabriel,ELL,9,2,0,2,0,1.000,0,13,0,100.0,0,0
LEE,Cameron,LDC,1,3,2,0,1,0.667,0,0,0,,0,0
LORENZO,Arley,EXA,21,99,95,4,0,1.000,8,0,0,,0,0
LUJAN,Carlos,SHB,5,5,4,0,1,0.800,0,0,0,,0,0
MADDOX,Grant,LDC,11,5,5,0,0,1.000,0,0,0,,0,0
MAMBRU FELIPE,Jeurys Lewin,ELL,14,16,16,0,0,1.000,0,0,0,,0,0
MANOFF,Max,HTF,4,2,2,0,0,1.000,0,0,0,,0,0
MARTE BATISTA,Kendry,EXA,26,91,34,46,11,0.879,6,0,0,,0,0
MARTIN,Luke,SHB,15,36,27,6,3,0.917,1,0,0,,0,0
MARTINEZ,Franklin,EXA,25,71,63,7,1,0.986,2,7,0,100.0,3,0
MCCARTHY,Jack,HTF,6,1,0,1,0,1.000,0,5,0,100.0,0,0
MCLAUGHLIN,Ryan,LDM,9,8,0,8,0,1.000,0,2,0,100.0,0,0
MENCIA DE LA CRUZ,Elvin,ELL,11,39,29,10,0,1.000,0,12,0,100.0,2,0
MESSER,Chris,LDM,17,11,8,3,0,1.000,0,2,0,100.0,0,0
MINFORD,Rich,LDM,32,126,118,8,0,1.000,4,1,0,100.0,0,0
MORA,Yanuel,EXA,15,38,35,3,0,1.000,0,15,0,100.0,4,0
MORAN,Daniel,HTF,14,26,10,9,7,0.731,0,5,0,100.0,0,0
MORAN,Daniel,SHB,14,33,28,2,3,0.909,0,0,0,,0,0
MORAN,Matt,HTF,20,33,13,15,5,0.848,2,0,0,,0,0
MORRIS,Ben,HTF,4,4,4,0,0,1.000,0,0,0,,0,0
MORUZZI,Ben,HTF,4,4,1,1,2,0.500,0,0,0,,0,0
MURPHY,Ethan,LDM,15,54,45,6,3,0.944,0,2,0,100.0,3,0
NAKAZAWA,Cole,HTF,9,27,15,10,2,0.926,2,6,0,100.0,1,0
NOVAS,Yonathan,EXA,15,40,15,22,3,0.925,5,0,0,,0,0
OBANDO,German,EXA,14,11,4,7,0,1.000,0,1,0,100.0,0,0
PAPPALARDO,Giovanni,EXA,15,11,1,10,0,1.000,1,10,0,100.0,0,0
PARKER,Jarficur,LDM,25,70,21,43,6,0.914,2,0,0,,0,0
PATERSON,Alexander,HTF,9,48,40,8,0,1.000,2,26,1,96.3,9,0
PEREZ,Aneudy,EXA,23,23,21,1,1,0.957,0,0,0,,0,0
PEREZ,Angel,EXA,26,50,47,2,1,0.980,2,0,0,,0,0
POLLARD,Jack,LDC,3,7,4,2,1,0.857,0,0,0,,0,0
POWER,Brendan,LDM,27,69,29,35,5,0.928,6,0,0,,0,0
QUIXLEY,Harry,HTF,19,21,14,4,3,0.857,0,0,0,,0,0
RANDALL,Kyle,LDC,23,52,25,26,1,0.981,3,1,0,100.0,0,0
RATCLIFF,Jamie,SHB,8,5,4,1,0,1.000,0,0,0,,0,0
RATKEVICIUS,Viktoras,ELL,21,56,22,26,8,0.857,2,11,0,100.0,0,0
RILEY,Owen Gabriel,LDC,4,4,4,0,0,1.000,0,0,0,,0,0
RODRIGUEZ,Jonathan,SHB,15,45,26,18,1,0.978,3,8,2,80.0,2,0
RODRIGUEZ,Miguel,HTF,2,7,4,3,0,1.000,1,0,0,,0,0
RUEDA,Mario,EXA,9,9,2,7,0,1.000,0,3,0,100.0,0,0
SANTANA,Aleudy,ELL,24,85,71,8,6,0.929,1,18,0,100.0,1,0
SANTIAGO,Marvin,LDC,3,4,0,2,2,0.500,0,0,0,,0,0
SARAKOJIS,Tadas,ELL,7,33,31,0,2,0.939,2,0,0,,0,0
SHEPPARD,Gordon,LDC,19,54,41,8,5,0.907,7,0,0,,0,0
SHINKAWA,Tez,HTF,15,32,18,12,2,0.938,4,0,0,,0,0
SILVESTRE,Manuel,SHB,20,100,74,20,6,0.940,4,37,2,94.9,22,1
SKOPEC,Mark,LDC,2,1,0,0,1,0.000,0,0,0,,0,0
SOBUE,Amane,LDC,2,4,2,2,0,1.000,0,0,0,,0,0
SPORLEDER,Benjamin,HTF,18,23,22,0,1,0.957,0,0,0,,0,0
SPORLEDER,Samuel,HTF,4,1,1,0,0,1.000,0,0,0,,0,0
SPROULE,Sam,LDM,13,44,32,9,3,0.932,1,3,0,100.0,3,0
STROMAN,Zach,LDM,7,10,8,0,2,0.800,0,0,0,,0,0
SÁNCHEZ PERALTA,Miguel Alfonso,ELL,1,3,1,2,0,1.000,0,0,0,,0,0
TAJIRI,HIRONORI,LDC,20,107,94,13,0,1.000,1,19,2,90.5,9,0
TAMURA,Tomohiro,HTF,10,6,3,2,1,0.833,0,0,0,,0,0
TAYLOR,Josh,SHB,15,25,22,3,0,1.000,2,1,0,100.0,0,0
TIBURCIO LARA,Ramon,ELL,2,6,3,2,1,0.833,0,0,0,,0,0
TORCATO,Rene,HTF,10,45,37,3,5,0.889,3,0,0,,0,0
TURTEL,Jake,LDM,9,13,7,6,0,1.000,1,0,0,,0,0
VILLANUEVA,Johan,LDC,31,37,22,14,1,0.973,1,22,1,95.7,5,0
VINALL,Callum,LDM,16,101,93,3,5,0.950,1,15,2,88.2,9,0
VOM SCHEIDT,Mitchell,LDM,10,21,13,7,1,0.952,0,1,1,50.0,2,0
WAMPLER,Louis,LDC,24,41,38,2,1,0.976,1,6,0,100.0,0,0
WARRINGTON,Jack,HTF,14,46,24,16,6,0.870,2,0,0,,0,0
WIEDMANN,Pete,LDC,24,72,23,40,9,0.875,5,0,0,,0,0
WILHELM,Jorge,EXA,15,19,18,1,0,1.000,0,0,0,,0,0
WILSON,Rhys,LDC,19,33,24,9,0,1.000,2,0,0,,0,0
WRIGHT,Kelly,SHB,3,9,3,6,0,1.000,1,0,0,,0,0
WRIGHT,Kirstie,SHB,1,3,0,3,0,1.000,0,0,0,,0,0
ZUCKER,Will,LDC,19,33,21,10,2,0.939,3,0,0,,0,0
